Objetivo PND,Meta ODS,Vinculación,PND_subgrupo,ODS_subgrupo,ODS_grupo,PND_grupo
1.1.13 Proteger a los niños y adolecentes ante amenazas de vulneracion de sus derechos,"5.2 Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",Contribucion,PND_1_1_13,ODS_5_2,ODS_5,PND_1_1
1.1.13 Proteger a los niños y adolecentes ante amenazas de vulneracion de sus derechos,"5.3 Eliminar todas las prácticas nocivas, como el matrimonio infantil, precoz y forzado y la mutilación genital femenina",Contribucion,PND_1_1_13,ODS_5_3,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_1_1_14,ODS_10_2,ODS_10,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto",Parcial,PND_1_1_14,ODS_10_3,ODS_10,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","4.3 De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",Parcial,PND_1_1_14,ODS_4_3,ODS_4,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.",5.1  Poner fin a todas las formas de discriminación contra todas las mujeres y las niñas en todo el mundo,Parcial,PND_1_1_14,ODS_5_1,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","5.5 Asegurar la participación plena y efectiva de las mujeres y la igualdad de oportunidades de liderazgo a todos los niveles decisorios en la vida política, económica y pública",Parcial,PND_1_1_14,ODS_5_5,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","5.6 Asegurar el acceso universal a la salud sexual y reproductiva y los derechos reproductivos según lo acordado de conformidad con el Programa de Acción de la Conferencia Internacional sobre la Población y el Desarrollo, la Plataforma de Acción de Beijing y los documentos finales de sus conferencias de examen",Parcial,PND_1_1_14,ODS_5_6,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","5.a Emprender reformas que otorguen a las mujeres igualdad de derechos a los recursos económicos, así como acceso a la propiedad y al control de la tierra y otros tipos de bienes, los servicios financieros, la herencia y los recursos naturales, de conformidad con las leyes nacionales",Parcial,PND_1_1_14,ODS_5_a,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.",5.c Aprobar y fortalecer políticas acertadas y leyes aplicables para promover la igualdad de género y el empoderamiento de todas las mujeres y las niñas a todos los niveles,Parcial,PND_1_1_14,ODS_5_c,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","5.2 Eliminar todas las formas de violencia contra todas las mujeres y las niñas en los ámbitos público y privado, incluidas la trata y la explotación sexual y otros tipos de explotación",Contribucion,PND_1_1_14,ODS_5_2,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","5.4 Reconocer y valorar los cuidados y el trabajo doméstico no remunerados mediante servicios públicos, infraestructuras y políticas de protección social, y promoviendo la responsabilidad compartida en el hogar y la familia, según proceda en cada país",Contribucion,PND_1_1_14,ODS_5_4,ODS_5,PND_1_1
"1.1.14 Avanzar hacia la igualdad real y efectiva, eliminando la discriminación hacia las mujeres.","5.b Mejorar el uso de la tecnología instrumental, en particular la tecnología de la información y las comunicaciones, para promover el empoderamiento de las mujeres",Contribucion,PND_1_1_14,ODS_5_b,ODS_5,PND_1_1
"1.1.15. Avanzar hacia la igualdad real y efectiva de las personas con discapacidad, con enfoque inclusivo.","10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_1_1_15,ODS_10_2,ODS_10,PND_1_1
"1.1.15. Avanzar hacia la igualdad real y efectiva de las personas con discapacidad, con enfoque inclusivo.","10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto",Parcial,PND_1_1_15,ODS_10_3,ODS_10,PND_1_1
"1.1.16 Proteger y promover el Patrimonio, los Bienes y Procesos Culturales.",11.4 Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo,Total,PND_1_1_16,ODS_11_4,ODS_11,PND_1_1
"1.1.17. Atender con servicios públicos a la población joven, prioritariamente aquella en situación de pobreza y vulnerabilidad.","4.4 De aquí a 2030, aumentar considerablemente el número de jóvenes y adultos que tienen las competencias necesarias, en particular técnicas y profesionales, para acceder al empleo, el trabajo decente y el emprendimiento",Parcial,PND_1_1_17,ODS_4_4,ODS_4,PND_1_1
"1.1.17. Atender con servicios públicos a la población joven, prioritariamente aquella en situación de pobreza y vulnerabilidad.","8.6 De aquí a 2020, reducir considerablemente la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación",Parcial,PND_1_1_17,ODS_8_6,ODS_8,PND_1_1
"1.1.18. Lograr el bienestar de los pueblos indígenas, respetando su acervo cultural.","10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_1_1_18,ODS_10_2,ODS_10,PND_1_1
1.1.19. Garantizar el acceso pleno de sus derechos a los adultos mayores.,"10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_1_1_19,ODS_10_2,ODS_10,PND_1_1
1.1.2. Reducir la pobreza en todas sus formas.,"1.1 Para 2030, erradicar la pobreza extrema para todas las personas en el mundo, actualmente medida por un ingreso por persona inferior a 1,25 dólares de los Estados Unidos al día",Parcial,PND_1_1_2,ODS_1_1,ODS_1,PND_1_1
1.1.2. Reducir la pobreza en todas sus formas.,"1.2 Para 2030, reducir al menos a la mitad la proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones con arreglo a las definiciones nacionales",Total,PND_1_1_2,ODS_1_2,ODS_1,PND_1_1
1.1.2. Reducir la pobreza en todas sus formas.,"1.a Garantizar una movilización importante de recursos procedentes de diversas fuentes, incluso mediante la mejora de la cooperación para el desarrollo, a fin de proporcionar medios suficientes y previsibles para los países en desarrollo, en particular los países menos adelantados, para poner en práctica programas y políticas encaminados a poner fin a la pobreza en todas sus dimensiones.",Contribucion,PND_1_1_2,ODS_1_a,ODS_1,PND_1_1
1.1.2. Reducir la pobreza en todas sus formas.,"1.b Crear marcos normativos sólidos en el ámbito nacional, regional e internacional, sobre la base de estrategias de desarrollo en favor de los pobres que tengan en cuenta las cuestiones de género, a fin de apoyar la inversión acelerada en medidas para erradicar la pobreza.",Contribucion,PND_1_1_2,ODS_1_b,ODS_1,PND_1_1
1.1.2. Reducir la pobreza en todas sus formas.,"12.3 De aquí a 2030, reducir a la mitad el desperdicio de alimentos per capita mundial en la venta al por menor y a nivel de los consumidores y reducir las pérdidas de alimentos en las cadenas de producción y suministro, incluidas las pérdidas posteriores a la cosecha",Contribucion,PND_1_1_2,ODS_12_3,ODS_12,PND_1_1
1.1.2. Reducir la pobreza en todas sus formas.,17.15 Respetar el margen normativo y el liderazgo de cada país para establecer y aplicar políticas de erradicación de la pobreza y desarrollo sostenible,Contribucion,PND_1_1_2,ODS_17_15,ODS_17,PND_1_1
1.1.3. Disminuir las condiciones de desigualdad de los diferentes estratos poblacionales.,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto",Parcial,PND_1_1_3,ODS_10_3,ODS_10,PND_1_1
1.1.3. Disminuir las condiciones de desigualdad de los diferentes estratos poblacionales.,17.15 Respetar el margen normativo y el liderazgo de cada país para establecer y aplicar políticas de erradicación de la pobreza y desarrollo sostenible,Contribucion,PND_1_1_3,ODS_17_15,ODS_17,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.3 De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",Parcial,PND_1_1_4,ODS_4_3,ODS_4,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.1 De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",Parcial,PND_1_1_4,ODS_4_1,ODS_4,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.2 De aquí a 2030, asegurar que todas las niñas y todos los niños tengan acceso a servicios de atención y desarrollo en la primera infancia y educación preescolar de calidad, a fin de que estén preparados para la enseñanza primaria",Parcial,PND_1_1_4,ODS_4_2,ODS_4,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.6 De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",Parcial,PND_1_1_4,ODS_4_6,ODS_4,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.7 De aquí a 2030, asegurar que todos los alumnos adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, entre otras cosas mediante la educación para el desarrollo sostenible y los estilos de vida sostenibles, los derechos humanos, la igualdad de género, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y la contribución de la cultura al desarrollo sostenible",Contribucion,PND_1_1_4,ODS_4_7,ODS_4,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.a Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",Contribucion,PND_1_1_4,ODS_4_a,ODS_4,PND_1_1
1.1.4. Aumentar la cobertura y la retención del sistema educativo.,"4.c De aquí a 2030, aumentar considerablemente la oferta de docentes calificados, incluso mediante la cooperación internacional para la formación de docentes en los países en desarrollo, especialmente los países menos adelantados y los pequeños Estados i",Contribucion,PND_1_1_4,ODS_4_c,ODS_4,PND_1_1
1.1.5 Aumentar la retención en el sistema de educación escolar básica en la población indígena.,"10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_1_1_5,ODS_10_2,ODS_10,PND_1_1
1.1.5 Aumentar la retención en el sistema de educación escolar básica en la población indígena.,"4.1 De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",Parcial,PND_1_1_5,ODS_4_1,ODS_4,PND_1_1
1.1.5 Aumentar la retención en el sistema de educación escolar básica en la población indígena.,"4.5 De aquí a 2030, eliminar las disparidades de género en la educación y asegurar el acceso igualitario a todos los niveles de la enseñanza y la formación profesional para las personas vulnerables, incluidas las personas con discapacidad, los pueblos indígenas y los niños en situaciones de vulnerabilidad",Parcial,PND_1_1_5,ODS_4_5,ODS_4,PND_1_1
1.1.5 Aumentar la retención en el sistema de educación escolar básica en la población indígena.,"4.7 De aquí a 2030, asegurar que todos los alumnos adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, entre otras cosas mediante la educación para el desarrollo sostenible y los estilos de vida sostenibles, los derechos humanos, la igualdad de género, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y la contribución de la cultura al desarrollo sostenible",Contribucion,PND_1_1_5,ODS_4_7,ODS_4,PND_1_1
1.1.6 Disminuir el analfabetismo en la población indígena.,"4.6 De aquí a 2030, asegurar que todos los jóvenes y una proporción considerable de los adultos, tanto hombres como mujeres, estén alfabetizados y tengan nociones elementales de aritmética",Parcial,PND_1_1_6,ODS_4_6,ODS_4,PND_1_1
1.1.6 Disminuir el analfabetismo en la población indígena.,"4.7 De aquí a 2030, asegurar que todos los alumnos adquieran los conocimientos teóricos y prácticos necesarios para promover el desarrollo sostenible, entre otras cosas mediante la educación para el desarrollo sostenible y los estilos de vida sostenibles, los derechos humanos, la igualdad de género, la promoción de una cultura de paz y no violencia, la ciudadanía mundial y la valoración de la diversidad cultural y la contribución de la cultura al desarrollo sostenible",Contribucion,PND_1_1_6,ODS_4_7,ODS_4,PND_1_1
1.1.7 Reducir la desnutrición crónica infantil.,"2.1 Para 2030, poner fin al hambre y asegurar el acceso de todas las personas, en particular los pobres y las personas en situaciones vulnerables, incluidos los lactantes, a una alimentación sana, nutritiva y suficiente durante todo el año",Parcial,PND_1_1_7,ODS_2_1,ODS_2,PND_1_1
1.1.7 Reducir la desnutrición crónica infantil.,"2.2 Para 2030, poner fin a todas las formas de malnutrición, incluso logrando, a más tardar en 2025, las metas convenidas internacionalmente sobre el retraso del crecimiento y la emaciación de los niños menores de 5 años, y abordar las necesidades de nutrición de las adolescentes, las mujeres embarazadas y lactantes y las personas de edad",Parcial,PND_1_1_7,ODS_2_2,ODS_2,PND_1_1
1.1.7 Reducir la desnutrición crónica infantil.,"1.b Crear marcos normativos sólidos en el ámbito nacional, regional e internacional, sobre la base de estrategias de desarrollo en favor de los pobres que tengan en cuenta las cuestiones de género, a fin de apoyar la inversión acelerada en medidas para erradicar la pobreza.",Contribucion,PND_1_1_7,ODS_1_b,ODS_1,PND_1_1
1.1.7 Reducir la desnutrición crónica infantil.,"12.3 De aquí a 2030, reducir a la mitad el desperdicio de alimentos per capita mundial en la venta al por menor y a nivel de los consumidores y reducir las pérdidas de alimentos en las cadenas de producción y suministro, incluidas las pérdidas posteriores a la cosecha",Contribucion,PND_1_1_7,ODS_12_3,ODS_12,PND_1_1
"1.1.8 Reducir el SIDA, la tuberculosis, las enfermedades tropicales desatendidas y la hepatitis. ","3.3 Para 2030, poner fin a las epidemias del SIDA, la tuberculosis, la malaria y las enfermedades tropicales desatendidas y combatir la hepatitis, las enfermedades transmitidas por el agua y otras enfermedades transmisibles",Parcial,PND_1_1_8,ODS_3_3,ODS_3,PND_1_1
"1.1.9 Reducir la mortalidad materna con énfasis en grupos vulnerables (población indígena, adolescentes).","3.1 Para 2030, reducir la tasa mundial de mortalidad materna a menos de 70 por cada 100.000 nacidos vivos",Total,PND_1_1_9,ODS_3_1,ODS_3,PND_1_1
"1.1.9 Reducir la mortalidad materna con énfasis en grupos vulnerables (población indígena, adolescentes).","3.7  Para 2030, garantizar el acceso universal a los servicios de salud sexual y reproductiva, incluidos los de planificación de la familia, información y educación, y la integración de la salud reproductiva en las estrategias y los programas nacionales",Contribucion,PND_1_1_9,ODS_3_7 ,ODS_3,PND_1_1
1.2.1 Alcanzar gradualmente los estándares internacionales de calidad educativa en todos los niveles.,"4.1 De aquí a 2030, asegurar que todas las niñas y todos los niños terminen la enseñanza primaria y secundaria, que ha de ser gratuita, equitativa y de calidad y producir resultados de aprendizaje pertinentes y efectivos",Parcial,PND_1_2_1,ODS_4_1,ODS_4,PND_1_2
1.2.1 Alcanzar gradualmente los estándares internacionales de calidad educativa en todos los niveles.,"4.3 De aquí a 2030, asegurar el acceso igualitario de todos los hombres y las mujeres a una formación técnica, profesional y superior de calidad, incluida la enseñanza universitaria",Parcial,PND_1_2_1,ODS_4_3,ODS_4,PND_1_2
1.2.1 Alcanzar gradualmente los estándares internacionales de calidad educativa en todos los niveles.,"4.a Construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños y las personas con discapacidad y las diferencias de género, y que ofrezcan entornos de aprendizaje seguros, no violentos, inclusivos y eficaces para todos",Contribucion,PND_1_2_1,ODS_4_a,ODS_4,PND_1_2
1.2.1 Alcanzar gradualmente los estándares internacionales de calidad educativa en todos los niveles.,"4.c De aquí a 2030, aumentar considerablemente la oferta de docentes calificados, incluso mediante la cooperación internacional para la formación de docentes en los países en desarrollo, especialmente los países menos adelantados y los pequeños Estados i",Contribucion,PND_1_2_1,ODS_4_c,ODS_4,PND_1_2
"1.2.2 Aumentar la cobertura de salud, con calidad en el servicio","3.8 Lograr la cobertura sanitaria universal, en particular la protección contra los riesgos financieros, el acceso a servicios de salud esenciales de calidad y el acceso a medicamentos y vacunas seguros, eficaces, asequibles y de calidad para todos",Total,PND_1_2_2,ODS_3_8,ODS_3,PND_1_2
"1.2.2 Aumentar la cobertura de salud, con calidad en el servicio","3.c Aumentar sustancialmente la financiación de la salud y la contratación, el desarrollo, la capacitación y la retención del personal sanitario en los países en desarrollo, especialmente en los países menos adelantados y los pequeños Estados insulares en desarrollo",Parcial,PND_1_2_2,ODS_3_c,ODS_3,PND_1_2
"1.2.3 Disminuir las muertes prematuras por enfermedades no transmisibles, y de salud mental.","3.4 Para 2030, reducir en un tercio la mortalidad prematura por enfermedades no transmisibles mediante la prevención y el tratamiento y promover la salud mental y el bienestar",Total,PND_1_2_3,ODS_3_4,ODS_3,PND_1_2
"1.2.3 Disminuir las muertes prematuras por enfermedades no transmisibles, y de salud mental.","3.b  Apoyar las actividades de investigación y desarrollo de vacunas y medicamentos para las enfermedades transmisibles y no transmisibles que afectan primordialmente a los países en desarrollo y facilitar el acceso a medicamentos y vacunas esenciales asequibles de conformidad con la Declaración de Doha relativa al Acuerdo sobre los ADPIC y la Salud Pública, en la que se afirma el derecho de los países en desarrollo a utilizar al máximo las disposiciones del Acuerdo sobre los Aspectos de los Derechos de Propiedad Intelectual Relacionados con el Comercio en lo relativo a la flexibilidad para proteger la salud pública y, en particular, proporcionar acceso a los medicamentos para todos",Contribucion,PND_1_2_3,ODS_3_b ,ODS_3,PND_1_2
1.2.4 Reducir el número de muertes y lesiones causadas por accidentes de tránsito.,"3.6  Para 2020, reducir a la mitad el número de muertes y lesiones causadas por accidentes de tráfico en el mundo",Total,PND_1_2_4,ODS_3_6 ,ODS_3,PND_1_2
1.3.1 Mejorar las condiciones de habitabilidad de los asentamientos precarios urbanos y rurales.,"11.1 De aquí a 2030, asegurar el acceso de todas las personas a viviendas y servicios básicos adecuados, seguros y asequibles y mejorar los barrios marginales",Parcial,PND_1_3_1,ODS_11_1,ODS_11,PND_1_3
1.3.1 Mejorar las condiciones de habitabilidad de los asentamientos precarios urbanos y rurales.,"11.3 De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países",Parcial,PND_1_3_1,ODS_11_3,ODS_11,PND_1_3
1.3.1 Mejorar las condiciones de habitabilidad de los asentamientos precarios urbanos y rurales.,"11.5 De aquí a 2030, reducir significativamente el número de muertes causadas por los desastres, incluidos los relacionados con el agua, y de personas afectadas por ellos, y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial, haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad",Contribucion,PND_1_3_1,ODS_11_5,ODS_11,PND_1_3
1.3.1 Mejorar las condiciones de habitabilidad de los asentamientos precarios urbanos y rurales.,"11.7 De aquí a 2030, proporcionar acceso universal a zonas verdes y espacios públicos seguros, inclusivos y accesibles, en particular para las mujeres y los niños, las personas de edad y las personas con discapacidad",Contribucion,PND_1_3_1,ODS_11_7,ODS_11,PND_1_3
1.3.2 Avanzar en el Ordenamiento Territorial a nivel municipal.,"11.3 De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países",Parcial,PND_1_3_2,ODS_11_3,ODS_11,PND_1_3
1.3.2 Avanzar en el Ordenamiento Territorial a nivel municipal.,"11.a Apoyar los vínculos económicos, sociales y ambientales positivos entre las zonas urbanas, periurbanas y rurales fortaleciendo la planificación del desarrollo nacional y regional",Parcial,PND_1_3_2,ODS_11_a,ODS_11,PND_1_3
1.3.2 Avanzar en el Ordenamiento Territorial a nivel municipal.,"11.5 De aquí a 2030, reducir significativamente el número de muertes causadas por los desastres, incluidos los relacionados con el agua, y de personas afectadas por ellos, y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial, haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad",Contribucion,PND_1_3_2,ODS_11_5,ODS_11,PND_1_3
1.3.2 Avanzar en el Ordenamiento Territorial a nivel municipal.,"11.7 De aquí a 2030, proporcionar acceso universal a zonas verdes y espacios públicos seguros, inclusivos y accesibles, en particular para las mujeres y los niños, las personas de edad y las personas con discapacidad",Contribucion,PND_1_3_2,ODS_11_7,ODS_11,PND_1_3
1.3.3 Mejorar la participación de la población en la planificación de la gestión de las políticas publicas,"11.3 De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países",Parcial,PND_1_3_3,ODS_11_3,ODS_11,PND_1_3
1.3.3 Mejorar la participación de la población en la planificación de la gestión de las políticas publicas,"11.a Apoyar los vínculos económicos, sociales y ambientales positivos entre las zonas urbanas, periurbanas y rurales fortaleciendo la planificación del desarrollo nacional y regional",Parcial,PND_1_3_3,ODS_11_a,ODS_11,PND_1_3
1.3.3 Mejorar la participación de la población en la planificación de la gestión de las políticas publicas,"11.b De aquí a 2020, aumentar considerablemente el número de ciudades y asentamientos humanos que adoptan e implementan políticas y planes integrados para promover la inclusión, el uso eficiente de los recursos, la mitigación del cambio climático y la adaptación a él y la resiliencia ante los desastres, y desarrollar y poner en práctica, en consonancia con el Marco de Sendai para la Reducción del Riesgo de Desastres 2015-2030, la gestión integral de los riesgos de desastre a todos los niveles",Parcial,PND_1_3_3,ODS_11_b,ODS_11,PND_1_3
1.3.3 Mejorar la participación de la población en la planificación de la gestión de las políticas publicas,"16.7 Garantizar la adopción en todos los niveles de decisiones inclusivas, participativas y representativas que respondan a las necesidades",Total,PND_1_3_3,ODS_16_7,ODS_16,PND_1_3
1.3.3 Mejorar la participación de la población en la planificación de la gestión de las políticas publicas,6.b Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento,Parcial,PND_1_3_3,ODS_6_b,ODS_6,PND_1_3
1.3.3 Mejorar la participación de la población en la planificación de la gestión de las políticas publicas,"12.8 De aquí a 2030, asegurar que las personas de todo el mundo tengan la información y los conocimientos pertinentes para el desarrollo sostenible y los estilos de vida en armonía con la naturaleza",Contribucion,PND_1_3_3,ODS_12_8,ODS_12,PND_1_3
1.4.1 Mejorar la gestión integral de residuos.,"11.6 De aquí a 2030, reducir el impacto ambiental negativo per cápita de las ciudades, incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo",Parcial,PND_1_4_1,ODS_11_6,ODS_11,PND_1_4
1.4.1 Mejorar la gestión integral de residuos.,"12.4 De aquí a 2020, lograr la gestión ecológicamente racional de los productos químicos y de todos los desechos a lo largo de su ciclo de vida, de conformidad con los marcos internacionales convenidos, y reducir significativamente su liberación a la atmósfera, el agua y el suelo a fin de minimizar sus efectos adversos en la salud humana y el medio ambiente",Parcial,PND_1_4_1,ODS_12_4,ODS_12,PND_1_4
1.4.1 Mejorar la gestión integral de residuos.,"12.5 De aquí a 2030, reducir considerablemente la generación de desechos mediante actividades de prevención, reducción, reciclado y reutilización",Parcial,PND_1_4_1,ODS_12_5,ODS_12,PND_1_4
1.4.1 Mejorar la gestión integral de residuos.,"6.3 De aquí a 2030, mejorar la calidad del agua reduciendo la contaminación, eliminando el vertimiento y minimizando la emisión de productos químicos y materiales peligrosos, reduciendo a la mitad el porcentaje de aguas residuales sin tratar y aumentando considerablemente el reciclado y la reutilización sin riesgos a nivel mundial",Parcial,PND_1_4_1,ODS_6_3,ODS_6,PND_1_4
